Nr;Gemeinde;Wohnort;  Männer  ;  Frauen  ; Deutsche ;Ausländer;u. 20 J.;20 - u 25 J.;55 J. u älter;Arbeitsort;"Wohnort
gleich
Arbeitsort";Einpendler;Auspendler;"Zahl 
der 
Betriebe";;;
01054096;Oldersbek;305;172;133;293;12;12;33;56;90;28;62;277;15;;;
01054097;Olderup;173;89;84;*;*;6;22;28;68;15;53;158;14;;;
01054098;Oldsum;192;96;96;181;11;8;10;37;79;28;51;164;19;;;
01054099;Ostenfeld (Husum);504;250;254;500;4;13;33;104;618;56;562;448;46;;;
01054100;Osterhever;72;36;36;68;4;*;8;15;47;13;34;59;13;;;
01054101;Oster-Ohrstedt;239;126;113;234;5;16;20;44;192;21;171;218;16;;;
01054103;Pellworm;369;183;186;353;16;17;27;107;293;253;39;116;72;;;
01054104;Poppenbüll;72;37;35;*;*;6;7;9;*;7;*;65;*;;;
01054105;Ramstedt;162;89;73;*;*;10;14;47;29;7;22;155;9;;;
01054106;Rantrum;746;372;374;733;13;23;64;120;257;65;192;681;37;;;
01054108;Reußenköge;109;57;52;104;5;7;11;25;377;25;352;84;49;;;
01054109;Risum-Lindholm;1,596;820;776;1,574;22;41;150;341;572;200;372;1,396;112;;;
01054110;Rodenäs;170;92;78;166;4;10;15;42;50;14;36;156;10;;;
01054113;Sankt Peter-Ording;1,343;631;712;1,090;253;29;117;282;2,681;875;1,805;468;285;;;
01054116;Schwabstedt;425;226;199;416;8;17;35;91;112;41;71;384;30;;;
01054118;Schwesing;392;200;192;376;16;10;51;67;65;16;48;376;18;;;
01054119;Seeth;183;93;90;*;*;8;17;29;50;11;39;172;15;;;
01054120;Simonsberg;302;158;144;298;4;11;25;62;77;22;55;280;20;;;
01054121;Sönnebüll;102;55;47;102;;*;10;18;37;10;27;92;12;;;
01054123;Sollwitt;103;54;49;*;*;3;11;18;31;9;22;94;10;;;
01054124;Sprakebüll;93;49;44;*;*;*;5;19;40;6;34;87;14;;;
01054125;Stadum;343;186;157;337;6;5;41;75;173;28;145;315;24;;;
01054126;Stedesand;357;180;177;*;*;11;44;76;60;12;48;345;19;;;
01054128;Struckum;368;186;182;360;8;13;40;93;284;32;251;336;22;;;
01054129;Süderende;79;37;42;73;6;*;13;16;23;11;12;68;12;;;
01054130;Süderhöft;*;*;*;*;;;;;;;;*;;;;
01054131;Süderlügum;789;400;389;759;30;24;78;153;772;203;569;585;88;;;
01054132;Südermarsch;52;27;25;*;*;4;4;10;23;3;20;49;9;;;
01054134;Tating;372;171;201;329;43;9;27;79;102;37;65;335;39;;;
01054135;Tetenbüll;184;89;95;178;6;6;15;54;137;26;111;158;30;;;
01054136;Tinningstedt;81;37;44;*;*;*;9;19;16;*;*;*;8;;;
01054138;Tönning, Stadt;1,714;872;842;1,614;96;57;140;424;1,488;583;905;1,131;157;;;
01054140;Tümlauer Koog;32;18;14;32;;;5;3;*;*;*;*;*;;;
01054141;Uelvesbüll;108;55;53;*;*;7;14;16;8;5;3;103;4;;;
01054142;Uphusum;146;71;75;*;*;3;10;30;*;7;*;139;*;;;
01054143;Utersum;174;75;99;156;18;4;19;46;192;88;104;86;21;;;
01054144;Viöl;900;455;445;882;18;38;115;140;645;188;457;712;78;;;
01054145;Vollerwiek;78;38;40;73;5;*;9;9;25;9;16;69;12;;;
01054146;Vollstedt;72;41;31;*;*;*;11;11;10;6;4;66;7;;;
01054148;Welt;83;35;48;78;5;;12;17;17;5;12;78;9;;;
01054149;Wenningstedt-Braderup (Sylt);656;314;342;545;110;15;47;112;807;203;603;453;107;;;
01054150;Westerhever;27;10;17;27;;*;3;13;*;7;*;20;*;;;
01054152;Wester-Ohrstedt;412;227;185;398;14;14;33;64;413;46;367;366;33;;;
01054154;Westre;138;74;64;132;6;4;20;27;62;21;41;117;14;;;
01054156;Winnert;257;136;121;249;8;9;30;38;125;28;97;229;26;;;
01054157;Wisch;37;19;18;37;;*;3;4;;;;37;;;;
01054158;Witsum;11;3;8;11;;;*;*;*;*;*;*;*;;;
01054159;Wittbek;271;157;114;268;3;10;23;56;*;13;*;258;*;;;
01054160;Wittdün auf Amrum;398;185;213;355;43;12;25;84;297;170;126;228;71;;;
01054161;Witzwort;377;191;186;373;4;23;38;76;169;28;140;349;15;;;
01054162;Wobbenbüll;142;65;77;142;;3;7;28;12;3;9;139;5;;;
01054163;Wrixum;264;128;136;250;14;10;30;69;92;20;71;244;17;;;
01054164;Wyk auf Föhr, Stadt;1,764;828;936;1,524;239;50;129;460;2,259;1,228;1,031;536;313;;;
01054165;Galmsbüll;217;125;92;202;15;8;28;54;77;14;63;203;22;;;
01054166;Emmelsbüll-Horsbüll;319;164;155;312;7;9;23;90;99;35;64;284;30;;;
01054167;Enge-Sande;418;218;200;414;3;17;38;91;243;37;206;381;40;;;
01054168;Sylt;6,859;3,337;3,522;5,671;1,187;151;574;1,426;9,573;5,186;4,384;1,673;1,107;;;
;;;;;;;;;;;;;;;;;
01054;Nordfriesland;63,047;31,880;31,167;58,690;4,336;1,977;5,718;13,699;60,989;50,792;10,178;12,250;6,634;;;
;;;;;;;;;;;;;;;;;
01055001;Ahrensbök;3,294;1,708;1,586;3,192;101;79;237;752;1,324;541;783;2,752;209;;;
01055002;Altenkrempe;482;246;236;470;12;11;25;103;89;25;64;457;22;;;
01055004;Bad Schwartau, Stadt;7,086;3,597;3,489;6,739;346;120;493;1,735;5,303;1,135;4,168;5,951;584;;;
01055006;Beschendorf;212;101;111;*;*;*;12;53;*;*;*;*;*;;;
01055007;Bosau;1,229;659;570;1,216;13;40;94;254;261;103;158;1,126;78;;;
01055010;Dahme;360;169;191;317;43;14;30;98;371;129;242;231;70;;;
01055011;Damlos;248;122;126;*;*;6;11;57;*;6;*;242;*;;;
01055012;Eutin, Stadt;5,675;2,764;2,911;5,412;262;121;422;1,398;8,116;2,422;5,693;3,253;566;;;
01055014;Göhl;422;220;202;410;12;10;21;94;137;24;113;398;20;;;
01055015;Gremersdorf;630;322;308;604;26;15;46;133;152;51;100;579;41;;;
01055016;Grömitz;2,446;1,221;1,225;2,077;363;66;226;633;2,583;1,266;1,316;1,180;369;;;
01055017;Großenbrode;735;352;383;697;38;16;59;185;706;261;445;474;76;;;
01055018;Grube;382;184;198;360;22;11;20;85;399;72;327;310;35;;;
01055020;Harmsdorf;251;140;111;*;*;11;20;56;95;20;75;231;15;;;
01055021;Heiligenhafen, Stadt;3,086;1,538;1,548;2,840;245;71;268;699;2,090;1,082;1,007;2,004;275;;;
01055022;Heringsdorf;382;182;200;364;18;11;28;116;94;29;65;353;27;;;
01055023;Kabelhorst;187;97;90;184;3;*;12;45;26;6;20;181;6;;;
01055024;Kasseedorf;525;263;262;515;10;15;43;114;153;23;130;502;21;;;
01055025;Kellenhusen (Ostsee);308;146;162;256;52;4;29;77;302;126;176;182;74;;;
01055027;Lensahn;1,919;1,004;915;1,857;62;62;175;410;1,724;466;1,258;1,453;144;;;
01055028;Malente;3,641;1,828;1,813;3,493;147;84;259;943;2,697;1,142;1,555;2,499;255;;;
01055029;Manhagen;151;83;68;147;4;4;14;30;26;10;16;141;10;;;
01055031;Neukirchen;419;210;209;407;12;13;31;110;95;45;50;374;29;;;
01055032;Neustadt in Holstein, Stadt;5,485;2,639;2,846;5,170;309;126;439;1,323;8,513;2,810;5,702;2,675;473;;;
01055033;Oldenburg in Holstein, Stadt;3,649;1,890;1,759;3,422;226;88;334;819;3,860;1,342;2,518;2,306;321;;;
01055035;Ratekau;6,005;2,972;3,033;5,674;330;127;449;1,377;2,758;798;1,959;5,207;363;;;
01055036;Riepsdorf;370;187;183;364;6;7;23;89;54;24;30;346;20;;;
01055037;Schashagen;863;439;424;837;26;20;61;215;686;90;596;773;71;;;
01055038;Schönwalde am Bungsberg;961;478;483;946;15;28;73;225;400;120;280;840;68;;;
01055039;Sierksdorf;539;301;238;464;75;11;49;133;963;112;851;427;58;;;
01055040;Stockelsdorf;6,517;3,311;3,206;6,315;200;107;389;1,483;3,756;759;2,997;5,758;441;;;
01055041;Süsel;2,047;1,035;1,012;2,007;40;44;128;484;635;177;458;1,870;95;;;
01055042;Timmendorfer Strand;2,929;1,438;1,491;2,503;424;50;237;709;4,437;1,142;3,289;1,787;437;;;
01055043;Wangels;868;460;408;807;60;26;74;211;785;154;631;713;51;;;
01055044;Scharbeutz;4,080;2,004;2,076;3,824;254;92;302;968;2,979;809;2,169;3,270;352;;;
01055046;Fehmarn, Stadt;5,020;2,562;2,458;4,435;584;139;464;1,111;5,491;3,725;1,765;1,295;634;;;
;;;;;;;;;;;;;;;;;
01055;Ostholstein;73,403;36,872;36,531;69,031;4,345;1,653;5,597;17,327;62,095;45,773;16,308;27,625;6,323;;;
;;;;;;;;;;;;;;;;;
01056001;Appen;1,958;979;979;1,854;104;46;135;438;783;133;650;1,825;134;;;
01056002;Barmstedt, Stadt;3,971;2,101;1,870;3,697;271;98;346;870;2,323;773;1,549;3,198;277;;;
01056003;Bevern;268;138;130;252;16;*;22;58;57;23;34;245;23;;;
01056004;Bilsen;355;192;163;329;26;9;30;80;303;36;267;319;29;;;
01056005;Bönningstedt;1,855;965;890;1,695;160;25;149;392;1,368;180;1,187;1,675;152;;;
01056006;Bokel;242;125;117;*;*;7;23;70;84;18;66;224;16;;;
01056008;Bokholt-Hanredder;438;231;207;426;12;9;41;96;285;21;264;417;44;;;
01056009;Borstel-Hohenraden;1,082;564;518;1,004;78;18;78;222;251;51;200;1,031;60;;;
01056010;Brande-Hörnerkirchen;703;359;344;672;31;29;61;140;277;68;209;635;47;;;
01056011;Bullenkuhlen;178;98;80;166;12;3;15;39;35;16;19;162;11;;;
01056013;Ellerbek;1,586;795;791;1,444;141;30;121;360;1,329;116;1,212;1,469;165;;;
01056014;Ellerhoop;656;339;317;624;31;9;51;148;317;59;258;597;71;;;
01056015;Elmshorn, Stadt;21,109;11,468;9,641;18,853;2,240;472;1,991;4,193;19,380;7,396;11,972;13,713;1,301;;;
01056016;Groß Nordende;328;163;165;317;11;12;19;58;48;10;38;318;15;;;
01056017;Groß Offenseth-Aspern;172;95;77;162;10;3;12;34;91;15;76;157;13;;;
01056018;Halstenbek;6,847;3,569;3,278;6,234;606;106;434;1,486;3,587;535;3,049;6,312;365;;;
01056019;Haselau;462;252;210;423;39;4;29;125;203;47;156;415;33;;;
01056020;Haseldorf;756;387;369;732;23;21;59;159;194;70;124;686;56;;;
01056021;Hasloh;1,541;801;740;1,442;97;33;121;342;377;72;304;1,469;77;;;
01056022;Heede;325;169;156;*;*;10;30;70;118;18;100;307;27;;;
01056023;Heidgraben;1,102;573;529;1,057;45;36;59;222;298;86;212;1,016;41;;;
01056024;Heist;1,203;628;575;1,168;35;32;100;264;437;86;351;1,117;80;;;
01056025;Helgoland;851;438;413;665;185;15;53;196;947;688;258;163;116;;;
01056026;Hemdingen;754;399;355;740;14;14;60;149;277;65;212;689;47;;;
01056027;Hetlingen;567;290;277;557;10;14;39;129;331;36;295;531;23;;;
01056028;Holm;1,288;680;608;1,220;68;21;87;323;848;142;706;1,146;111;;;
01056029;Klein Nordende;1,217;624;593;1,188;29;13;67;322;334;61;273;1,156;60;;;
01056030;Klein Offenseth-Sparrieshoop;1,281;678;603;1,245;36;31;81;278;540;118;422;1,163;58;;;
01056031;Kölln-Reisiek;1,303;682;621;1,242;61;29;68;273;594;40;553;1,263;51;;;
01056032;Kummerfeld;908;471;437;858;50;14;55;205;851;55;796;853;69;;;
01056033;Seester;385;203;182;378;7;5;27;89;62;14;48;371;22;;;
01056034;Langeln;260;136;124;248;12;8;15;60;72;18;54;242;17;;;
01056035;Lutzhorn;332;177;155;322;10;18;38;57;89;21;68;311;28;;;
01056036;Moorrege;1,903;955;948;1,843;60;56;130;406;923;182;741;1,721;99;;;
01056037;Neuendeich;197;103;94;189;8;3;13;48;75;19;56;178;25;;;
01056038;Osterhorn;195;111;84;172;23;3;27;28;163;41;122;154;11;;;
01056039;Pinneberg, Stadt;17,642;9,395;8,247;15,148;2,475;327;1,412;3,532;13,005;3,224;9,772;14,416;1,054;;;
01056040;Prisdorf;909;472;437;854;53;17;52;212;640;48;592;861;78;;;
01056041;Quickborn, Stadt;8,657;4,498;4,159;7,989;664;176;611;1,855;6,806;1,332;5,471;7,324;618;;;
01056042;Raa-Besenbek;220;113;107;212;8;*;11;53;36;9;27;211;13;;;
01056043;Rellingen;5,733;2,945;2,788;5,244;485;92;350;1,360;6,539;674;5,864;5,059;467;;;
01056044;Schenefeld, Stadt;8,108;4,240;3,868;7,254;851;105;535;1,801;6,604;1,106;5,495;6,999;600;;;
01056045;Seestermühe;353;179;174;338;15;4;25;100;178;41;137;312;35;;;
01056046;Seeth-Ekholt;387;200;187;373;13;8;23;102;76;24;52;363;23;;;
01056047;Tangstedt;981;525;456;905;76;15;72;194;546;117;429;864;78;;;
01056048;Tornesch, Stadt;5,899;3,112;2,787;5,551;347;122;477;1,387;4,686;875;3,809;5,024;309;;;
01056049;Uetersen, Stadt;7,488;4,139;3,349;6,631;849;186;697;1,603;4,739;1,435;3,303;6,053;432;;;
01056050;Wedel, Stadt;13,001;6,896;6,105;11,342;1,648;213;952;2,846;10,316;3,738;6,578;9,262;814;;;
01056051;Westerhorn;543;283;260;528;15;15;37;118;267;53;214;490;29;;;
;;;;;;;;;;;;;;;;;
01056;Pinneberg;128,499;67,935;60,564;116,349;12,065;2,541;9,940;27,592;92,689;57,502;35,147;70,989;8,324;;;
;;;;;;;;;;;;;;;;;
01057001;Ascheberg (Holstein);1,065;547;518;1,032;33;26;91;258;556;165;391;900;71;;;
01057002;Barmissen;56;30;26;*;*;;*;14;*;3;*;53;5;;;
01057003;Barsbek;233;127;106;230;3;9;12;65;45;10;35;223;9;;;
01057004;Behrensdorf (Ostsee);204;113;91;199;4;7;15;59;63;17;46;187;15;;;
01057005;Belau;157;83;74;*;*;*;7;42;32;4;28;153;9;;;
01057006;Bendfeld;74;36;38;74;;3;*;18;*;*;*;*;*;;;
01057007;Blekendorf;645;342;303;633;12;20;63;167;294;111;183;534;56;;;
01057008;Bönebüttel;820;382;438;803;16;10;51;207;143;41;102;779;38;;;
01057009;Bösdorf;484;248;236;464;20;10;34;127;111;23;88;461;30;;;
01057010;Boksee;190;91;99;190;;6;5;42;20;5;15;185;6;;;
01057011;Bothkamp;104;56;48;*;*;3;6;28;38;4;34;100;9;;;
01057012;Brodersdorf;173;93;80;154;19;*;14;46;10;*;*;*;7;;;
01057013;Dannau;218;104;114;215;3;9;13;67;71;16;55;202;17;;;
01057015;Dersau;307;160;147;300;7;4;21;77;88;22;66;285;21;;;
01057016;Dobersdorf;423;232;191;402;21;14;29;99;82;32;50;391;17;;;
01057017;Dörnick;75;35;40;*;*;*;5;20;5;;5;75;5;;;
01057018;Fahren;52;26;26;52;;*;7;11;*;5;*;47;*;;;
01057020;Fiefbergen;210;114;96;205;5;6;15;63;*;9;*;201;*;;;
01057021;Giekau;369;192;177;364;5;16;18;100;78;18;60;351;20;;;
01057022;Grebin;356;179;177;341;14;9;23;102;141;47;93;309;31;;;
01057023;Großbarkau;90;44;46;*;*;*;*;20;88;10;78;80;10;;;
01057024;Großharrie;214;107;107;*;*;8;12;47;94;8;86;206;13;;;
01057025;Heikendorf;2,476;1,196;1,280;2,344;131;51;160;658;1,317;359;957;2,117;214;;;
01057026;Helmstorf;108;51;57;*;*;*;3;36;*;8;*;100;*;;;
01057027;Högsdorf;165;80;85;165;;4;16;39;*;4;*;161;*;;;
01057028;Höhndorf;172;94;78;*;*;3;4;36;76;6;70;166;15;;;
01057029;Hohenfelde;340;186;154;334;6;5;26;91;60;23;37;317;20;;;
01057030;Hohwacht (Ostsee);237;126;111;206;30;7;27;61;240;59;181;178;44;;;
01057031;Honigsee;189;100;89;185;4;*;9;45;24;11;12;178;13;;;
01057032;Kalübbe;248;122;126;*;*;7;16;61;98;20;78;228;12;;;
01057033;Kirchbarkau;288;140;148;280;8;11;17;71;63;17;45;271;16;;;
01057034;Kirchnüchel;67;42;25;67;;*;4;17;3;*;*;*;3;;;
01057035;Klamp;282;153;129;277;5;10;21;67;*;4;*;278;*;;;
01057037;Klein Barkau;92;47;45;*;*;*;3;20;*;4;*;88;*;;;
01057038;Kletkamp;35;24;11;27;8;;*;12;*;13;*;22;*;;;
01057039;Köhn;283;139;144;279;4;9;13;63;56;15;41;267;12;;;
01057040;Krokau;168;85;83;*;*;3;13;32;7;4;3;164;6;;;
01057041;Krummbek;156;81;75;152;4;7;10;24;74;10;64;146;15;;;
01057042;Kühren;272;138;134;260;12;*;18;66;62;17;45;255;16;;;
01057043;Laboe;1,524;794;730;1,444;80;28;91;410;894;283;610;1,241;123;;;
01057044;Lammershagen;94;45;49;*;*;;3;36;*;3;*;91;*;;;
01057045;Lebrade;254;133;121;216;38;8;21;60;96;54;42;200;18;;;
01057046;Lehmkuhlen;549;285;264;539;10;11;49;139;93;20;73;529;25;;;
01057047;Löptin;137;70;67;134;3;3;11;32;16;9;7;128;6;;;
01057048;Lütjenburg, Stadt;1,716;856;860;1,628;88;62;159;400;1,666;551;1,115;1,164;190;;;
01057049;Lutterbek;142;67;75;*;*;3;8;42;*;4;*;138;*;;;
01057050;Martensrade;417;220;197;410;6;8;31;81;209;68;141;349;20;;;
01057051;Mönkeberg;1,404;678;726;1,333;70;26;73;321;375;60;315;1,344;50;;;
01057052;Mucheln;221;124;97;213;8;5;17;50;50;9;41;212;7;;;
01057053;Nehmten;85;37;48;81;4;*;5;22;*;7;*;78;*;;;
01057054;Nettelsee;197;107;90;193;4;3;10;36;26;10;16;187;6;;;
01057055;Panker;556;288;268;547;9;15;46;137;147;28;119;527;21;;;
01057056;Passade;103;50;53;*;*;*;3;27;65;3;62;100;11;;;
01057057;Plön, Stadt;2,909;1,461;1,448;2,679;228;75;250;737;3,482;950;2,532;1,959;312;;;
01057058;Pohnsdorf;158;80;78;158;;4;9;39;49;9;40;149;14;;;
01057059;Postfeld;159;85;74;155;4;6;15;44;17;4;13;155;11;;;
01057060;Prasdorf;166;91;75;166;;5;7;29;14;*;*;*;6;;;
01057062;Preetz, Stadt;5,720;2,903;2,817;5,484;233;147;382;1,414;4,710;1,643;3,067;4,077;338;;;
01057063;Probsteierhagen;811;414;397;779;32;24;47;189;216;50;166;761;39;;;
01057065;Rantzau;140;81;59;132;7;*;11;40;20;6;14;134;6;;;
01057066;Rastorf;307;145;162;*;*;7;15;97;154;24;130;283;24;;;
01057067;Rathjensdorf;157;80;77;144;13;*;14;37;57;12;45;145;14;;;
01057068;Rendswühren;311;158;153;*;*;8;27;74;137;16;121;295;14;;;
01057069;Ruhwinkel;402;214;188;392;10;3;30;91;131;31;100;371;29;;;
01057070;Schellhorn;521;251;270;512;9;11;40;130;338;28;310;493;40;;;
01057071;Schillsdorf;367;185;182;*;*;9;23;86;87;30;57;337;23;;;
01057072;Schlesen;253;121;132;248;5;*;8;64;26;5;21;248;6;;;
01057073;Schönberg (Holstein);2,069;1,036;1,033;1,970;97;49;143;528;1,718;609;1,109;1,459;232;;;
01057074;Schönkirchen;2,611;1,299;1,312;2,510;100;39;158;624;1,918;276;1,641;2,335;146;;;
01057076;Schwartbuck;318;168;150;315;3;13;30;68;38;8;30;310;10;;;
01057077;Selent;597;304;293;584;13;22;32;121;276;65;211;532;45;;;
01057078;Stakendorf;196;102;94;190;6;3;20;39;132;37;95;159;15;;;
01057079;Stein;254;132;122;250;4;7;13;82;70;15;55;239;18;;;
01057080;Stolpe;529;260;269;523;5;15;35;118;105;16;89;513;29;;;
01057081;Stoltenberg;104;53;51;*;*;*;4;31;9;3;6;101;4;;;
01057082;Tröndel;136;75;61;*;*;4;13;34;42;9;33;127;11;;;
01057083;Tasdorf;118;58;60;113;5;;6;24;41;10;31;108;9;;;
01057084;Wahlstorf;170;80;90;167;3;3;9;39;33;5;28;165;15;;;
01057085;Wankendorf;1,181;642;539;1,151;30;26;118;256;703;219;484;962;84;;;
01057086;Warnau;140;71;69;137;3;7;8;34;13;3;10;137;6;;;
01057087;Wendtorf;317;174;143;311;6;7;14;81;96;16;80;301;24;;;
01057088;Wisch;251;134;117;247;4;6;13;74;44;11;33;240;15;;;
01057089;Wittmoldt;55;32;23;50;5;*;5;11;*;4;*;51;*;;;
01057090;Fargau-Pratjau;297;150;147;*;*;8;16;64;27;7;20;290;10;;;
01057091;Schwentinental, Stadt;4,991;2,475;2,516;4,802;185;121;322;1,127;5,179;751;4,426;4,240;403;;;
;;;;;;;;;;;;;;;;;
01057;Plön;46,211;23,413;22,798;44,455;1,735;1,105;3,171;11,297;27,954;17,443;10,503;28,764;3,267;;;
;;;;;;;;;;;;;;;;;
01058001;Achterwehr;356;180;176;347;9;8;16;82;78;8;70;348;21;;;
01058003;Alt Duvenstedt;777;400;377;759;18;13;54;189;523;66;457;711;36;;;
01058004;Altenhof;105;59;46;98;7;*;9;24;84;15;69;90;16;;;
01058005;Altenholz;3,380;1,686;1,694;3,249;130;48;193;811;2,864;434;2,428;2,946;209;;;
01058007;Arpsdorf;116;62;54;112;4;10;9;20;37;6;31;110;7;;;
01058008;Ascheffel;355;176;179;346;9;9;24;91;141;39;102;316;18;;;
01058009;Aukrug;1,544;809;735;1,481;63;35;122;370;1,151;362;789;1,182;90;;;
01058010;Bargstall;58;26;32;*;*;*;7;20;*;*;*;*;*;;;
01058011;Bargstedt;307;164;143;304;3;9;16;76;59;19;40;288;16;;;
01058012;Barkelsby;581;298;283;571;10;7;47;137;157;40;117;540;39;;;
01058013;Beldorf;106;60;46;*;*;4;8;19;66;13;53;93;13;;;
01058014;Bendorf;155;86;69;152;3;6;13;36;68;17;50;138;17;;;
01058015;Beringstedt;275;160;115;262;13;11;18;81;96;28;68;247;25;;;
01058016;Bissee;49;24;25;49;;;5;13;49;6;43;43;12;;;
01058018;Blumenthal;240;120;120;232;8;5;23;73;21;3;18;237;11;;;
01058019;Böhnhusen;111;59;52;111;;3;9;30;*;4;*;107;*;;;
01058021;Bokel;228;113;115;222;6;*;15;50;15;5;10;223;8;;;
01058022;Bordesholm;2,110;1,065;1,045;2,028;81;37;141;655;2,345;489;1,855;1,621;242;;;
01058023;Borgdorf-Seedorf;201;100;101;189;12;7;12;58;45;7;38;194;7;;;
01058024;Borgstedt;591;282;309;581;10;15;38;124;536;30;506;561;35;;;
01058025;Bornholt;57;32;25;57;;3;5;17;*;*;*;*;*;;;
01058026;Bovenau;438;217;221;420;18;10;27;84;232;33;199;405;25;;;
01058027;Brammer;136;73;63;129;7;5;11;24;61;16;45;120;9;;;
01058028;Bredenbek;585;304;281;578;7;12;34;139;212;44;168;541;29;;;
01058029;Breiholz;596;320;276;589;7;19;55;123;242;58;184;537;31;;;
01058030;Brekendorf;398;205;193;394;4;3;23;84;41;12;29;386;15;;;
01058031;Brinjahe;35;22;13;35;;*;3;12;22;4;18;31;5;;;
01058032;Brodersby;209;107;102;205;4;5;14;46;163;17;146;192;18;;;
01058033;Brügge;309;170;139;302;7;8;19;79;137;18;119;291;13;;;
01058034;Büdelsdorf, Stadt;3,980;2,089;1,891;3,826;152;96;323;873;5,085;837;4,248;3,143;282;;;
01058035;Bünsdorf;225;120;105;217;8;*;18;52;73;18;55;207;19;;;
01058036;Christiansholm;99;58;41;*;*;6;9;21;21;11;10;88;7;;;
01058037;Dänischenhagen;1,277;637;640;1,255;22;21;66;332;669;89;579;1,188;93;;;
01058038;Dätgen;281;150;131;254;27;*;21;40;143;25;118;256;27;;;
01058039;Damendorf;155;83;72;*;*;3;11;45;*;8;*;147;*;;;
01058040;Damp;547;285;262;488;59;9;41;125;2,071;255;1,816;292;62;;;
01058042;Dörphof;294;138;156;286;8;10;29;58;59;16;43;278;20;;;
01058043;Eckernförde, Stadt;7,511;3,666;3,845;7,213;298;166;561;1,947;7,564;2,911;4,650;4,600;714;;;
01058044;Ehndorf;256;142;114;253;3;4;13;54;66;8;58;248;12;;;
01058045;Eisendorf;130;67;63;*;*;*;7;33;*;;*;130;*;;;
01058046;Ellerdorf;207;103;104;207;;5;21;47;19;7;12;200;9;;;
01058047;Elsdorf-Westermühlen;640;357;283;616;24;16;49;129;186;56;130;584;25;;;
01058048;Embühren;86;42;44;80;6;*;9;17;*;3;*;83;*;;;
01058049;Emkendorf;578;302;276;569;9;14;49;134;142;28;114;550;21;;;
01058050;Felde;776;393;383;744;32;9;54;202;316;35;281;741;49;;;
01058051;Felm;470;228;242;466;4;7;23;101;39;5;34;465;13;;;
01058052;Fleckeby;763;364;399;752;11;21;63;181;229;67;162;696;58;;;
01058053;Flintbek;2,766;1,367;1,399;2,696;69;50;179;683;2,177;454;1,723;2,312;143;;;
01058054;Fockbek;2,279;1,163;1,116;2,233;46;63;142;602;2,436;404;2,032;1,875;147;;;
01058055;Friedrichsgraben;21;12;9;21;;*;3;4;*;*;*;*;*;;;
01058056;Friedrichsholm;151;82;69;151;;5;8;38;64;14;50;137;10;;;
01058057;Gammelby;181;86;95;178;3;3;17;53;43;5;38;176;10;;;
01058058;Gettorf;2,750;1,380;1,370;2,685;65;64;185;610;1,739;500;1,238;2,250;192;;;
01058059;Gnutz;515;262;253;509;6;15;35;114;144;28;116;487;28;;;
01058061;Gokels;205;113;92;201;4;5;14;43;16;4;12;201;8;;;
01058062;Grauel;111;59;52;107;4;4;8;26;*;4;*;107;*;;;
01058063;Grevenkrug;50;27;23;*;*;;3;17;143;6;137;44;7;;;
01058064;Groß Buchwald;110;62;48;105;5;*;5;27;*;8;*;102;*;;;
01058065;Groß Vollstedt;436;219;217;418;18;10;33;85;222;23;199;413;19;;;
01058066;Groß Wittensee;456;248;208;448;8;5;30;115;251;48;203;408;32;;;
01058067;Güby;225;102;123;214;11;6;17;57;225;52;171;173;12;;;
01058068;Haale;188;105;83;*;*;8;9;35;42;12;30;176;13;;;
01058069;Haby;220;119;101;215;5;6;15;65;50;7;43;213;11;;;
01058070;Hamdorf;465;239;226;460;5;17;39;88;176;49;127;414;37;;;
01058071;Hamweddel;189;110;79;183;6;9;14;35;91;7;84;182;16;;;
01058072;Hanerau-Hademarschen;1,041;587;454;1,016;25;28;92;225;556;218;338;823;92;;;
01058073;Haßmoor;103;58;45;98;5;*;5;27;*;7;*;96;*;;;
01058074;Heinkenborstel;52;25;27;*;*;*;5;17;9;4;5;48;4;;;
01058075;Hörsten;26;13;13;26;;;*;*;*;3;*;23;*;;;
01058076;Hoffeld;41;20;21;*;*;;4;15;27;7;20;34;10;;;
01058077;Hohenwestedt;2,014;1,074;940;1,923;91;66;188;453;3,724;822;2,902;1,192;225;;;
01058078;Hohn;968;509;459;958;10;33;78;180;491;135;356;833;56;;;
01058080;Holtsee;516;251;265;505;11;16;25;144;395;78;317;438;32;;;
01058081;Holzbunge;126;66;60;122;4;*;7;27;56;13;43;113;13;;;
01058082;Holzdorf;340;187;153;332;8;9;25;83;105;26;79;314;19;;;
01058083;Hütten;83;39;44;83;;;7;20;23;6;17;77;12;;;
01058084;Hummelfeld;99;52;47;99;;*;7;19;5;*;*;*;4;;;
01058085;Jahrsdorf;86;49;37;82;4;*;3;13;12;6;6;80;3;;;
01058086;Jevenstedt;1,350;722;628;1,330;20;35;121;274;881;229;652;1,121;79;;;
01058087;Karby;203;95;108;199;4;4;9;53;59;7;52;196;16;;;
01058088;Klein Wittensee;65;39;26;*;*;*;7;17;21;3;18;62;8;;;
01058089;Königshügel;70;36;34;*;*;4;4;17;*;7;*;63;*;;;
01058090;Kosel;435;216;219;431;4;9;19;119;63;15;48;420;26;;;
01058091;Krogaspe;191;100;91;188;3;7;18;41;71;8;63;183;14;;;
01058092;Kronshagen;4,085;2,037;2,048;3,921;163;62;275;905;2,693;277;2,414;3,808;267;;;
01058093;Krummwisch;276;157;119;*;*;6;15;65;58;9;49;267;17;;;
