,Meldedatum,Bundesland,Geschlecht,Altersgruppe,AnzahlFall,AnzahlTodesfall,TotalAnzahl_BL_G_AG,TotalDeath_BL_G_AG
1371,2020-03-18T00:00:00.000Z,Niedersachsen,W,A00-A04,1,0,2,0
1653,2020-03-20T00:00:00.000Z,Niedersachsen,W,A00-A04,1,0,3,0
1377,2020-03-18T00:00:00.000Z,Niedersachsen,unbekannt,A35-A59,1,0,1,0
1378,2020-03-18T00:00:00.000Z,Niedersachsen,unbekannt,A60-A79,1,0,1,0
1534,2020-03-19T00:00:00.000Z,Niedersachsen,unbekannt,A15-A34,1,0,1,0
15,2020-02-25T00:00:00.000Z,Baden-Württemberg,M,A15-A34,1,0,1,0
17,2020-02-26T00:00:00.000Z,Baden-Württemberg,M,A15-A34,1,0,2,0
24,2020-02-27T00:00:00.000Z,Baden-Württemberg,M,A15-A34,1,0,3,0
33,2020-02-28T00:00:00.000Z,Baden-Württemberg,M,A15-A34,1,0,4,0
77,2020-03-02T00:00:00.000Z,Baden-Württemberg,M,A15-A34,2,0,6,0
98,2020-03-03T00:00:00.000Z,Baden-Württemberg,M,A15-A34,2,0,8,0
128,2020-03-04T00:00:00.000Z,Baden-Württemberg,M,A15-A34,3,0,11,0
161,2020-03-05T00:00:00.000Z,Baden-Württemberg,M,A15-A34,7,0,18,0
203,2020-03-06T00:00:00.000Z,Baden-Württemberg,M,A15-A34,2,0,20,0
244,2020-03-07T00:00:00.000Z,Baden-Württemberg,M,A15-A34,1,0,21,0
282,2020-03-08T00:00:00.000Z,Baden-Württemberg,M,A15-A34,1,0,22,0
322,2020-03-09T00:00:00.000Z,Baden-Württemberg,M,A15-A34,6,0,28,0
391,2020-03-10T00:00:00.000Z,Baden-Württemberg,M,A15-A34,13,0,41,0
484,2020-03-11T00:00:00.000Z,Baden-Württemberg,M,A15-A34,17,0,58,0
587,2020-03-12T00:00:00.000Z,Baden-Württemberg,M,A15-A34,23,0,81,0
695,2020-03-13T00:00:00.000Z,Baden-Württemberg,M,A15-A34,37,0,118,0
813,2020-03-14T00:00:00.000Z,Baden-Württemberg,M,A15-A34,49,0,167,0
915,2020-03-15T00:00:00.000Z,Baden-Württemberg,M,A15-A34,28,0,195,0
1016,2020-03-16T00:00:00.000Z,Baden-Württemberg,M,A15-A34,63,0,258,0
1146,2020-03-17T00:00:00.000Z,Baden-Württemberg,M,A15-A34,67,0,325,0
1292,2020-03-18T00:00:00.000Z,Baden-Württemberg,M,A15-A34,103,0,428,0
1445,2020-03-19T00:00:00.000Z,Baden-Württemberg,M,A15-A34,58,0,486,0
1593,2020-03-20T00:00:00.000Z,Baden-Württemberg,M,A15-A34,16,0,502,0
18,2020-02-26T00:00:00.000Z,Baden-Württemberg,M,A35-A59,2,0,2,0
34,2020-02-28T00:00:00.000Z,Baden-Württemberg,M,A35-A59,2,0,4,0
50,2020-02-29T00:00:00.000Z,Baden-Württemberg,M,A35-A59,1,0,5,0
78,2020-03-02T00:00:00.000Z,Baden-Württemberg,M,A35-A59,4,0,9,0
99,2020-03-03T00:00:00.000Z,Baden-Württemberg,M,A35-A59,4,0,13,0
129,2020-03-04T00:00:00.000Z,Baden-Württemberg,M,A35-A59,13,0,26,0
162,2020-03-05T00:00:00.000Z,Baden-Württemberg,M,A35-A59,9,0,35,0
204,2020-03-06T00:00:00.000Z,Baden-Württemberg,M,A35-A59,15,0,50,0
245,2020-03-07T00:00:00.000Z,Baden-Württemberg,M,A35-A59,11,0,61,0
283,2020-03-08T00:00:00.000Z,Baden-Württemberg,M,A35-A59,6,0,67,0
323,2020-03-09T00:00:00.000Z,Baden-Württemberg,M,A35-A59,9,0,76,0
392,2020-03-10T00:00:00.000Z,Baden-Württemberg,M,A35-A59,37,0,113,0
485,2020-03-11T00:00:00.000Z,Baden-Württemberg,M,A35-A59,37,0,150,0
588,2020-03-12T00:00:00.000Z,Baden-Württemberg,M,A35-A59,50,0,200,0
696,2020-03-13T00:00:00.000Z,Baden-Württemberg,M,A35-A59,89,0,289,0
814,2020-03-14T00:00:00.000Z,Baden-Württemberg,M,A35-A59,93,0,382,0
916,2020-03-15T00:00:00.000Z,Baden-Württemberg,M,A35-A59,46,0,428,0
1017,2020-03-16T00:00:00.000Z,Baden-Württemberg,M,A35-A59,104,0,532,0
1147,2020-03-17T00:00:00.000Z,Baden-Württemberg,M,A35-A59,159,0,691,0
1293,2020-03-18T00:00:00.000Z,Baden-Württemberg,M,A35-A59,196,0,887,0
1446,2020-03-19T00:00:00.000Z,Baden-Württemberg,M,A35-A59,140,0,1027,0
1594,2020-03-20T00:00:00.000Z,Baden-Württemberg,M,A35-A59,26,0,1053,0
19,2020-02-26T00:00:00.000Z,Baden-Württemberg,M,A60-A79,1,0,1,0
25,2020-02-27T00:00:00.000Z,Baden-Württemberg,M,A60-A79,1,0,2,0
79,2020-03-02T00:00:00.000Z,Baden-Württemberg,M,A60-A79,2,0,4,0
130,2020-03-04T00:00:00.000Z,Baden-Württemberg,M,A60-A79,3,0,7,0
163,2020-03-05T00:00:00.000Z,Baden-Württemberg,M,A60-A79,2,0,9,0
205,2020-03-06T00:00:00.000Z,Baden-Württemberg,M,A60-A79,4,0,13,0
246,2020-03-07T00:00:00.000Z,Baden-Württemberg,M,A60-A79,4,0,17,0
324,2020-03-09T00:00:00.000Z,Baden-Württemberg,M,A60-A79,3,0,20,0
393,2020-03-10T00:00:00.000Z,Baden-Württemberg,M,A60-A79,12,0,32,0
486,2020-03-11T00:00:00.000Z,Baden-Württemberg,M,A60-A79,13,1,45,1
589,2020-03-12T00:00:00.000Z,Baden-Württemberg,M,A60-A79,13,1,58,2
697,2020-03-13T00:00:00.000Z,Baden-Württemberg,M,A60-A79,28,0,86,2
815,2020-03-14T00:00:00.000Z,Baden-Württemberg,M,A60-A79,29,0,115,2
917,2020-03-15T00:00:00.000Z,Baden-Württemberg,M,A60-A79,13,0,128,2
1018,2020-03-16T00:00:00.000Z,Baden-Württemberg,M,A60-A79,45,0,173,2
1148,2020-03-17T00:00:00.000Z,Baden-Württemberg,M,A60-A79,51,0,224,2
1294,2020-03-18T00:00:00.000Z,Baden-Württemberg,M,A60-A79,67,0,291,2
1447,2020-03-19T00:00:00.000Z,Baden-Württemberg,M,A60-A79,46,0,337,2
1595,2020-03-20T00:00:00.000Z,Baden-Württemberg,M,A60-A79,11,0,348,2
80,2020-03-02T00:00:00.000Z,Baden-Württemberg,M,A80+,1,0,1,0
131,2020-03-04T00:00:00.000Z,Baden-Württemberg,M,A80+,1,0,2,0
206,2020-03-06T00:00:00.000Z,Baden-Württemberg,M,A80+,1,0,3,0
325,2020-03-09T00:00:00.000Z,Baden-Württemberg,M,A80+,1,0,4,0
487,2020-03-11T00:00:00.000Z,Baden-Württemberg,M,A80+,2,2,6,2
590,2020-03-12T00:00:00.000Z,Baden-Württemberg,M,A80+,4,1,10,3
698,2020-03-13T00:00:00.000Z,Baden-Württemberg,M,A80+,2,0,12,3
816,2020-03-14T00:00:00.000Z,Baden-Württemberg,M,A80+,6,0,18,3
1019,2020-03-16T00:00:00.000Z,Baden-Württemberg,M,A80+,8,1,26,4
1149,2020-03-17T00:00:00.000Z,Baden-Württemberg,M,A80+,17,1,43,5
1295,2020-03-18T00:00:00.000Z,Baden-Württemberg,M,A80+,12,3,55,8
1448,2020-03-19T00:00:00.000Z,Baden-Württemberg,M,A80+,10,1,65,9
1596,2020-03-20T00:00:00.000Z,Baden-Württemberg,M,A80+,6,1,71,10
97,2020-03-03T00:00:00.000Z,Baden-Württemberg,M,A05-A14,1,0,1,0
202,2020-03-06T00:00:00.000Z,Baden-Württemberg,M,A05-A14,2,0,3,0
243,2020-03-07T00:00:00.000Z,Baden-Württemberg,M,A05-A14,1,0,4,0
321,2020-03-09T00:00:00.000Z,Baden-Württemberg,M,A05-A14,1,0,5,0
390,2020-03-10T00:00:00.000Z,Baden-Württemberg,M,A05-A14,3,0,8,0
483,2020-03-11T00:00:00.000Z,Baden-Württemberg,M,A05-A14,1,0,9,0
694,2020-03-13T00:00:00.000Z,Baden-Württemberg,M,A05-A14,4,0,13,0
812,2020-03-14T00:00:00.000Z,Baden-Württemberg,M,A05-A14,3,0,16,0
914,2020-03-15T00:00:00.000Z,Baden-Württemberg,M,A05-A14,2,0,18,0
1015,2020-03-16T00:00:00.000Z,Baden-Württemberg,M,A05-A14,4,0,22,0
1145,2020-03-17T00:00:00.000Z,Baden-Württemberg,M,A05-A14,12,0,34,0
1291,2020-03-18T00:00:00.000Z,Baden-Württemberg,M,A05-A14,9,0,43,0
1444,2020-03-19T00:00:00.000Z,Baden-Württemberg,M,A05-A14,2,0,45,0
160,2020-03-05T00:00:00.000Z,Baden-Württemberg,M,A00-A04,1,0,1,0
281,2020-03-08T00:00:00.000Z,Baden-Württemberg,M,A00-A04,1,0,2,0
320,2020-03-09T00:00:00.000Z,Baden-Württemberg,M,A00-A04,1,0,3,0
482,2020-03-11T00:00:00.000Z,Baden-Württemberg,M,A00-A04,1,0,4,0
811,2020-03-14T00:00:00.000Z,Baden-Württemberg,M,A00-A04,4,0,8,0
1014,2020-03-16T00:00:00.000Z,Baden-Württemberg,M,A00-A04,2,0,10,0
1144,2020-03-17T00:00:00.000Z,Baden-Württemberg,M,A00-A04,3,0,13,0
1443,2020-03-19T00:00:00.000Z,Baden-Württemberg,M,A00-A04,5,0,18,0
591,2020-03-12T00:00:00.000Z,Baden-Württemberg,M,unbekannt,1,0,1,0
699,2020-03-13T00:00:00.000Z,Baden-Württemberg,M,unbekannt,1,0,2,0
1020,2020-03-16T00:00:00.000Z,Baden-Württemberg,M,unbekannt,1,0,3,0
1296,2020-03-18T00:00:00.000Z,Baden-Württemberg,M,unbekannt,1,0,4,0
1449,2020-03-19T00:00:00.000Z,Baden-Württemberg,M,unbekannt,3,0,7,0
1597,2020-03-20T00:00:00.000Z,Baden-Württemberg,M,unbekannt,1,0,8,0
16,2020-02-25T00:00:00.000Z,Baden-Württemberg,W,A15-A34,1,0,1,0
20,2020-02-26T00:00:00.000Z,Baden-Württemberg,W,A15-A34,1,0,2,0
81,2020-03-02T00:00:00.000Z,Baden-Württemberg,W,A15-A34,1,0,3,0
100,2020-03-03T00:00:00.000Z,Baden-Württemberg,W,A15-A34,1,0,4,0
132,2020-03-04T00:00:00.000Z,Baden-Württemberg,W,A15-A34,7,0,11,0
164,2020-03-05T00:00:00.000Z,Baden-Württemberg,W,A15-A34,6,0,17,0
208,2020-03-06T00:00:00.000Z,Baden-Württemberg,W,A15-A34,3,0,20,0
248,2020-03-07T00:00:00.000Z,Baden-Württemberg,W,A15-A34,2,0,22,0
285,2020-03-08T00:00:00.000Z,Baden-Württemberg,W,A15-A34,2,0,24,0
328,2020-03-09T00:00:00.000Z,Baden-Württemberg,W,A15-A34,6,0,30,0
396,2020-03-10T00:00:00.000Z,Baden-Württemberg,W,A15-A34,8,0,38,0
489,2020-03-11T00:00:00.000Z,Baden-Württemberg,W,A15-A34,15,0,53,0
593,2020-03-12T00:00:00.000Z,Baden-Württemberg,W,A15-A34,18,0,71,0
701,2020-03-13T00:00:00.000Z,Baden-Württemberg,W,A15-A34,40,0,111,0
819,2020-03-14T00:00:00.000Z,Baden-Württemberg,W,A15-A34,44,0,155,0
919,2020-03-15T00:00:00.000Z,Baden-Württemberg,W,A15-A34,25,0,180,0
1023,2020-03-16T00:00:00.000Z,Baden-Württemberg,W,A15-A34,50,0,230,0
1152,2020-03-17T00:00:00.000Z,Baden-Württemberg,W,A15-A34,80,0,310,0
1299,2020-03-18T00:00:00.000Z,Baden-Württemberg,W,A15-A34,87,0,397,0
1451,2020-03-19T00:00:00.000Z,Baden-Württemberg,W,A15-A34,43,0,440,0
1598,2020-03-20T00:00:00.000Z,Baden-Württemberg,W,A15-A34,11,0,451,0
51,2020-02-29T00:00:00.000Z,Baden-Württemberg,W,A35-A59,1,0,1,0
82,2020-03-02T00:00:00.000Z,Baden-Württemberg,W,A35-A59,1,0,2,0
101,2020-03-03T00:00:00.000Z,Baden-Württemberg,W,A35-A59,3,0,5,0
133,2020-03-04T00:00:00.000Z,Baden-Württemberg,W,A35-A59,6,0,11,0
165,2020-03-05T00:00:00.000Z,Baden-Württemberg,W,A35-A59,9,0,20,0
209,2020-03-06T00:00:00.000Z,Baden-Württemberg,W,A35-A59,13,0,33,0
249,2020-03-07T00:00:00.000Z,Baden-Württemberg,W,A35-A59,7,0,40,0
286,2020-03-08T00:00:00.000Z,Baden-Württemberg,W,A35-A59,3,0,43,0
329,2020-03-09T00:00:00.000Z,Baden-Württemberg,W,A35-A59,17,0,60,0
397,2020-03-10T00:00:00.000Z,Baden-Württemberg,W,A35-A59,25,0,85,0
490,2020-03-11T00:00:00.000Z,Baden-Württemberg,W,A35-A59,35,0,120,0
594,2020-03-12T00:00:00.000Z,Baden-Württemberg,W,A35-A59,52,0,172,0
702,2020-03-13T00:00:00.000Z,Baden-Württemberg,W,A35-A59,68,0,240,0
820,2020-03-14T00:00:00.000Z,Baden-Württemberg,W,A35-A59,62,0,302,0
920,2020-03-15T00:00:00.000Z,Baden-Württemberg,W,A35-A59,30,0,332,0
1024,2020-03-16T00:00:00.000Z,Baden-Württemberg,W,A35-A59,83,0,415,0
1153,2020-03-17T00:00:00.000Z,Baden-Württemberg,W,A35-A59,128,0,543,0
1300,2020-03-18T00:00:00.000Z,Baden-Württemberg,W,A35-A59,139,0,682,0
1452,2020-03-19T00:00:00.000Z,Baden-Württemberg,W,A35-A59,104,0,786,0
1599,2020-03-20T00:00:00.000Z,Baden-Württemberg,W,A35-A59,22,0,808,0
134,2020-03-04T00:00:00.000Z,Baden-Württemberg,W,A60-A79,2,0,2,0
166,2020-03-05T00:00:00.000Z,Baden-Württemberg,W,A60-A79,1,0,3,0
210,2020-03-06T00:00:00.000Z,Baden-Württemberg,W,A60-A79,1,0,4,0
250,2020-03-07T00:00:00.000Z,Baden-Württemberg,W,A60-A79,5,0,9,0
287,2020-03-08T00:00:00.000Z,Baden-Württemberg,W,A60-A79,1,0,10,0
330,2020-03-09T00:00:00.000Z,Baden-Württemberg,W,A60-A79,1,0,11,0
398,2020-03-10T00:00:00.000Z,Baden-Württemberg,W,A60-A79,7,0,18,0
491,2020-03-11T00:00:00.000Z,Baden-Württemberg,W,A60-A79,14,0,32,0
595,2020-03-12T00:00:00.000Z,Baden-Württemberg,W,A60-A79,8,0,40,0
703,2020-03-13T00:00:00.000Z,Baden-Württemberg,W,A60-A79,18,0,58,0
821,2020-03-14T00:00:00.000Z,Baden-Württemberg,W,A60-A79,23,0,81,0
921,2020-03-15T00:00:00.000Z,Baden-Württemberg,W,A60-A79,9,0,90,0
1025,2020-03-16T00:00:00.000Z,Baden-Württemberg,W,A60-A79,24,0,114,0
1154,2020-03-17T00:00:00.000Z,Baden-Württemberg,W,A60-A79,36,0,150,0
1301,2020-03-18T00:00:00.000Z,Baden-Württemberg,W,A60-A79,58,0,208,0
1453,2020-03-19T00:00:00.000Z,Baden-Württemberg,W,A60-A79,35,0,243,0
1600,2020-03-20T00:00:00.000Z,Baden-Württemberg,W,A60-A79,8,0,251,0
135,2020-03-04T00:00:00.000Z,Baden-Württemberg,W,A80+,2,0,2,0
211,2020-03-06T00:00:00.000Z,Baden-Württemberg,W,A80+,3,1,5,1
331,2020-03-09T00:00:00.000Z,Baden-Württemberg,W,A80+,1,0,6,1
399,2020-03-10T00:00:00.000Z,Baden-Württemberg,W,A80+,1,0,7,1
596,2020-03-12T00:00:00.000Z,Baden-Württemberg,W,A80+,2,1,9,2
704,2020-03-13T00:00:00.000Z,Baden-Württemberg,W,A80+,3,0,12,2
822,2020-03-14T00:00:00.000Z,Baden-Württemberg,W,A80+,2,0,14,2
922,2020-03-15T00:00:00.000Z,Baden-Württemberg,W,A80+,2,0,16,2
1026,2020-03-16T00:00:00.000Z,Baden-Württemberg,W,A80+,2,0,18,2
1155,2020-03-17T00:00:00.000Z,Baden-Württemberg,W,A80+,8,1,26,3
1302,2020-03-18T00:00:00.000Z,Baden-Württemberg,W,A80+,12,0,38,3
1454,2020-03-19T00:00:00.000Z,Baden-Württemberg,W,A80+,9,1,47,4
1601,2020-03-20T00:00:00.000Z,Baden-Württemberg,W,A80+,5,0,52,4
207,2020-03-06T00:00:00.000Z,Baden-Württemberg,W,A05-A14,1,0,1,0
247,2020-03-07T00:00:00.000Z,Baden-Württemberg,W,A05-A14,1,0,2,0
284,2020-03-08T00:00:00.000Z,Baden-Württemberg,W,A05-A14,1,0,3,0
327,2020-03-09T00:00:00.000Z,Baden-Württemberg,W,A05-A14,1,0,4,0
395,2020-03-10T00:00:00.000Z,Baden-Württemberg,W,A05-A14,2,0,6,0
488,2020-03-11T00:00:00.000Z,Baden-Württemberg,W,A05-A14,1,0,7,0
592,2020-03-12T00:00:00.000Z,Baden-Württemberg,W,A05-A14,3,0,10,0
700,2020-03-13T00:00:00.000Z,Baden-Württemberg,W,A05-A14,4,0,14,0
818,2020-03-14T00:00:00.000Z,Baden-Württemberg,W,A05-A14,6,0,20,0
918,2020-03-15T00:00:00.000Z,Baden-Württemberg,W,A05-A14,3,0,23,0
1022,2020-03-16T00:00:00.000Z,Baden-Württemberg,W,A05-A14,6,0,29,0
1151,2020-03-17T00:00:00.000Z,Baden-Württemberg,W,A05-A14,4,0,33,0
1298,2020-03-18T00:00:00.000Z,Baden-Württemberg,W,A05-A14,5,0,38,0
326,2020-03-09T00:00:00.000Z,Baden-Württemberg,W,A00-A04,1,0,1,0
394,2020-03-10T00:00:00.000Z,Baden-Württemberg,W,A00-A04,1,0,2,0
817,2020-03-14T00:00:00.000Z,Baden-Württemberg,W,A00-A04,1,0,3,0
1021,2020-03-16T00:00:00.000Z,Baden-Württemberg,W,A00-A04,2,0,5,0
1150,2020-03-17T00:00:00.000Z,Baden-Württemberg,W,A00-A04,1,0,6,0
1297,2020-03-18T00:00:00.000Z,Baden-Württemberg,W,A00-A04,2,0,8,0
1450,2020-03-19T00:00:00.000Z,Baden-Württemberg,W,A00-A04,3,0,11,0
400,2020-03-10T00:00:00.000Z,Baden-Württemberg,W,unbekannt,1,0,1,0
492,2020-03-11T00:00:00.000Z,Baden-Württemberg,W,unbekannt,1,0,2,0
1455,2020-03-19T00:00:00.000Z,Baden-Württemberg,W,unbekannt,2,0,4,0
823,2020-03-14T00:00:00.000Z,Baden-Württemberg,unbekannt,A00-A04,1,0,1,0
923,2020-03-15T00:00:00.000Z,Baden-Württemberg,unbekannt,A15-A34,1,0,1,0
1304,2020-03-18T00:00:00.000Z,Baden-Württemberg,unbekannt,A15-A34,4,0,5,0
1303,2020-03-18T00:00:00.000Z,Baden-Württemberg,unbekannt,A05-A14,1,0,1,0
1456,2020-03-19T00:00:00.000Z,Baden-Württemberg,unbekannt,A35-A59,1,0,1,0
21,2020-02-26T00:00:00.000Z,Nordrhein-Westfalen,M,A15-A34,1,0,1,0
27,2020-02-27T00:00:00.000Z,Nordrhein-Westfalen,M,A15-A34,5,0,6,0
40,2020-02-28T00:00:00.000Z,Nordrhein-Westfalen,M,A15-A34,6,0,12,0
55,2020-02-29T00:00:00.000Z,Nordrhein-Westfalen,M,A15-A34,4,0,16,0
71,2020-03-01T00:00:00.000Z,Nordrhein-Westfalen,M,A15-A34,4,0,20,0
90,2020-03-02T00:00:00.000Z,Nordrhein-Westfalen,M,A15-A34,3,0,23,0
119,2020-03-03T00:00:00.000Z,Nordrhein-Westfalen,M,A15-A34,6,0,29,0
149,2020-03-04T00:00:00.000Z,Nordrhein-Westfalen,M,A15-A34,15,0,44,0
192,2020-03-05T00:00:00.000Z,Nordrhein-Westfalen,M,A15-A34,21,0,65,0
232,2020-03-06T00:00:00.000Z,Nordrhein-Westfalen,M,A15-A34,5,0,70,0
269,2020-03-07T00:00:00.000Z,Nordrhein-Westfalen,M,A15-A34,8,0,78,0
305,2020-03-08T00:00:00.000Z,Nordrhein-Westfalen,M,A15-A34,3,0,81,0
370,2020-03-09T00:00:00.000Z,Nordrhein-Westfalen,M,A15-A34,8,0,89,0
447,2020-03-10T00:00:00.000Z,Nordrhein-Westfalen,M,A15-A34,22,0,111,0
548,2020-03-11T00:00:00.000Z,Nordrhein-Westfalen,M,A15-A34,25,0,136,0
647,2020-03-12T00:00:00.000Z,Nordrhein-Westfalen,M,A15-A34,32,0,168,0
767,2020-03-13T00:00:00.000Z,Nordrhein-Westfalen,M,A15-A34,38,0,206,0
874,2020-03-14T00:00:00.000Z,Nordrhein-Westfalen,M,A15-A34,33,0,239,0
972,2020-03-15T00:00:00.000Z,Nordrhein-Westfalen,M,A15-A34,30,0,269,0
1093,2020-03-16T00:00:00.000Z,Nordrhein-Westfalen,M,A15-A34,51,0,320,0
1233,2020-03-17T00:00:00.000Z,Nordrhein-Westfalen,M,A15-A34,94,0,414,0
1380,2020-03-18T00:00:00.000Z,Nordrhein-Westfalen,M,A15-A34,43,0,457,0
22,2020-02-26T00:00:00.000Z,Nordrhein-Westfalen,M,A35-A59,1,0,1,0
28,2020-02-27T00:00:00.000Z,Nordrhein-Westfalen,M,A35-A59,2,0,3,0
41,2020-02-28T00:00:00.000Z,Nordrhein-Westfalen,M,A35-A59,5,0,8,0
56,2020-02-29T00:00:00.000Z,Nordrhein-Westfalen,M,A35-A59,4,0,12,0
72,2020-03-01T00:00:00.000Z,Nordrhein-Westfalen,M,A35-A59,3,0,15,0
91,2020-03-02T00:00:00.000Z,Nordrhein-Westfalen,M,A35-A59,5,0,20,0
120,2020-03-03T00:00:00.000Z,Nordrhein-Westfalen,M,A35-A59,11,0,31,0
150,2020-03-04T00:00:00.000Z,Nordrhein-Westfalen,M,A35-A59,17,0,48,0
193,2020-03-05T00:00:00.000Z,Nordrhein-Westfalen,M,A35-A59,19,0,67,0
233,2020-03-06T00:00:00.000Z,Nordrhein-Westfalen,M,A35-A59,12,0,79,0
270,2020-03-07T00:00:00.000Z,Nordrhein-Westfalen,M,A35-A59,16,0,95,0
306,2020-03-08T00:00:00.000Z,Nordrhein-Westfalen,M,A35-A59,3,0,98,0
371,2020-03-09T00:00:00.000Z,Nordrhein-Westfalen,M,A35-A59,26,0,124,0
448,2020-03-10T00:00:00.000Z,Nordrhein-Westfalen,M,A35-A59,49,0,173,0
549,2020-03-11T00:00:00.000Z,Nordrhein-Westfalen,M,A35-A59,54,0,227,0
648,2020-03-12T00:00:00.000Z,Nordrhein-Westfalen,M,A35-A59,98,0,325,0
768,2020-03-13T00:00:00.000Z,Nordrhein-Westfalen,M,A35-A59,132,0,457,0
875,2020-03-14T00:00:00.000Z,Nordrhein-Westfalen,M,A35-A59,103,0,560,0
973,2020-03-15T00:00:00.000Z,Nordrhein-Westfalen,M,A35-A59,62,0,622,0
1094,2020-03-16T00:00:00.000Z,Nordrhein-Westfalen,M,A35-A59,193,0,815,0
1234,2020-03-17T00:00:00.000Z,Nordrhein-Westfalen,M,A35-A59,192,0,1007,0
1381,2020-03-18T00:00:00.000Z,Nordrhein-Westfalen,M,A35-A59,128,0,1135,0
1535,2020-03-19T00:00:00.000Z,Nordrhein-Westfalen,M,A35-A59,3,0,1138,0
39,2020-02-28T00:00:00.000Z,Nordrhein-Westfalen,M,A00-A04,1,0,1,0
191,2020-03-05T00:00:00.000Z,Nordrhein-Westfalen,M,A00-A04,1,0,2,0
304,2020-03-08T00:00:00.000Z,Nordrhein-Westfalen,M,A00-A04,1,0,3,0
646,2020-03-12T00:00:00.000Z,Nordrhein-Westfalen,M,A00-A04,2,0,5,0
872,2020-03-14T00:00:00.000Z,Nordrhein-Westfalen,M,A00-A04,1,0,6,0
1091,2020-03-16T00:00:00.000Z,Nordrhein-Westfalen,M,A00-A04,1,0,7,0
1231,2020-03-17T00:00:00.000Z,Nordrhein-Westfalen,M,A00-A04,4,0,11,0
42,2020-02-28T00:00:00.000Z,Nordrhein-Westfalen,M,A60-A79,2,0,2,0
73,2020-03-01T00:00:00.000Z,Nordrhein-Westfalen,M,A60-A79,1,0,3,0
121,2020-03-03T00:00:00.000Z,Nordrhein-Westfalen,M,A60-A79,2,0,5,0
151,2020-03-04T00:00:00.000Z,Nordrhein-Westfalen,M,A60-A79,5,1,10,1
194,2020-03-05T00:00:00.000Z,Nordrhein-Westfalen,M,A60-A79,4,0,14,1
234,2020-03-06T00:00:00.000Z,Nordrhein-Westfalen,M,A60-A79,8,0,22,1
271,2020-03-07T00:00:00.000Z,Nordrhein-Westfalen,M,A60-A79,4,0,26,1
372,2020-03-09T00:00:00.000Z,Nordrhein-Westfalen,M,A60-A79,5,1,31,2
449,2020-03-10T00:00:00.000Z,Nordrhein-Westfalen,M,A60-A79,22,0,53,2
550,2020-03-11T00:00:00.000Z,Nordrhein-Westfalen,M,A60-A79,22,0,75,2
649,2020-03-12T00:00:00.000Z,Nordrhein-Westfalen,M,A60-A79,22,0,97,2
769,2020-03-13T00:00:00.000Z,Nordrhein-Westfalen,M,A60-A79,39,0,136,2
876,2020-03-14T00:00:00.000Z,Nordrhein-Westfalen,M,A60-A79,25,0,161,2
974,2020-03-15T00:00:00.000Z,Nordrhein-Westfalen,M,A60-A79,21,0,182,2
1095,2020-03-16T00:00:00.000Z,Nordrhein-Westfalen,M,A60-A79,42,0,224,2
1235,2020-03-17T00:00:00.000Z,Nordrhein-Westfalen,M,A60-A79,52,0,276,2
1382,2020-03-18T00:00:00.000Z,Nordrhein-Westfalen,M,A60-A79,36,0,312,2
1657,2020-03-20T00:00:00.000Z,Nordrhein-Westfalen,M,A60-A79,1,0,313,2
54,2020-02-29T00:00:00.000Z,Nordrhein-Westfalen,M,A05-A14,1,0,1,0
268,2020-03-07T00:00:00.000Z,Nordrhein-Westfalen,M,A05-A14,1,0,2,0
547,2020-03-11T00:00:00.000Z,Nordrhein-Westfalen,M,A05-A14,3,0,5,0
766,2020-03-13T00:00:00.000Z,Nordrhein-Westfalen,M,A05-A14,2,0,7,0
873,2020-03-14T00:00:00.000Z,Nordrhein-Westfalen,M,A05-A14,1,0,8,0
1092,2020-03-16T00:00:00.000Z,Nordrhein-Westfalen,M,A05-A14,3,0,11,0
1232,2020-03-17T00:00:00.000Z,Nordrhein-Westfalen,M,A05-A14,1,0,12,0
1379,2020-03-18T00:00:00.000Z,Nordrhein-Westfalen,M,A05-A14,7,0,19,0
152,2020-03-04T00:00:00.000Z,Nordrhein-Westfalen,M,A80+,1,0,1,0
307,2020-03-08T00:00:00.000Z,Nordrhein-Westfalen,M,A80+,1,0,2,0
373,2020-03-09T00:00:00.000Z,Nordrhein-Westfalen,M,A80+,3,0,5,0
450,2020-03-10T00:00:00.000Z,Nordrhein-Westfalen,M,A80+,4,0,9,0
551,2020-03-11T00:00:00.000Z,Nordrhein-Westfalen,M,A80+,2,0,11,0
650,2020-03-12T00:00:00.000Z,Nordrhein-Westfalen,M,A80+,3,0,14,0
770,2020-03-13T00:00:00.000Z,Nordrhein-Westfalen,M,A80+,2,0,16,0
877,2020-03-14T00:00:00.000Z,Nordrhein-Westfalen,M,A80+,4,0,20,0
975,2020-03-15T00:00:00.000Z,Nordrhein-Westfalen,M,A80+,5,0,25,0
1096,2020-03-16T00:00:00.000Z,Nordrhein-Westfalen,M,A80+,9,0,34,0
1236,2020-03-17T00:00:00.000Z,Nordrhein-Westfalen,M,A80+,14,0,48,0
1383,2020-03-18T00:00:00.000Z,Nordrhein-Westfalen,M,A80+,10,0,58,0
552,2020-03-11T00:00:00.000Z,Nordrhein-Westfalen,M,unbekannt,2,0,2,0
878,2020-03-14T00:00:00.000Z,Nordrhein-Westfalen,M,unbekannt,1,0,3,0
1097,2020-03-16T00:00:00.000Z,Nordrhein-Westfalen,M,unbekannt,1,0,4,0
1237,2020-03-17T00:00:00.000Z,Nordrhein-Westfalen,M,unbekannt,1,0,5,0
